pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2026-04-03,92.1,-3.19,5.34,"King, Michael",701350,650633,,called_strike,,,,,3,Called Strike,R,L,R,BOS,SD,S,,,1,0,2026,-1.31,0.09,0.7373807857073171,3.2173416144050098,,,,0,1,Bot,,,,,,,12.575516744684736,-133.60460848692523,0.4469918360462025,-18.33405728822269,28.014729005912084,-31.481995339558672,3.326197507,1.678641732,,,,91.2,2157,5.8,824786,669134,657757,630105,592518,593428,657656,701538,665487,54.66,,,,,,,,4,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,240,-0.004,-0.05,,,,0.05,,0,0,0.551,0.551,31,22,31,22,1,0,,,,,2.61,1.31,-1.31,,,,,,
SI,2026-04-03,93.0,-3.19,5.36,"King, Michael",701350,650633,,ball,,,,,12,Ball,R,L,R,BOS,SD,B,,,0,0,2026,-1.43,0.1,1.4265299171055736,2.76826899175131,,,,0,1,Bot,,,,,,,14.67874335515657,-134.71806926814205,-0.8656122028142892,-20.53430120398512,28.991741181616533,-30.96224978874082,3.326197507,1.678641732,,,,92.0,1049,5.9,824786,669134,657757,630105,592518,593428,657656,701538,665487,54.59,,,,,,,,4,1,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,183,0.003,0.041,,,,-0.041,,0,0,0.548,0.548,31,22,31,22,1,0,,,,,2.56,1.43,-1.43,,,,,,
FF,2026-04-03,93.1,-0.72,5.53,"Gray, Sonny",701538,543243,field_out,hit_into_play,,,,,8,"Jackson Merrill grounds out, first baseman Willson Contreras to pitcher Sonny Gray.",R,L,R,BOS,SD,X,3,ground_ball,2,2,2026,-0.13,1.0,-0.0185000450760534,1.6256851163347483,,,,2,1,Top,152.82,163.84,,,,,2.0613984943164243,-135.59966393043996,-6.326409040697963,-1.9939443692379493,27.84514478438093,-18.682911089139843,3.320054134,1.675541339,4,80.4,-23,93.9,2434,6.5,824786,665966,575929,691785,702332,596115,680776,678882,677800,53.95,0.075,0.075,0.0,1,0,0,2,3,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Strategic,202,0.008,-0.224,76.6,7.9,0.084,0.224,88.0,0,0,0.54,0.4599999999999999,36,23,37,23,1,0,,,,,1.61,0.13,-0.13,,6.018687822075351,6.4670919455449845,45.22848738118287,35.448857032697795,24.49767455897426
CU,2026-04-03,80.6,-0.73,5.65,"Gray, Sonny",701538,543243,,ball,,,,,14,Ball,R,L,R,BOS,SD,B,,,1,2,2026,0.9,-1.26,0.2308204952216808,0.6858368301783635,,,,2,1,Top,,,,,,,0.3547052535802971,-117.29930851450364,-1.561218200062756,8.127132679385243,25.56946983134079,-43.542527599069416,3.320054134,1.675541339,,,,80.5,2498,6.6,824786,665966,575929,691785,702332,596115,680776,678882,677800,53.92,,,,,,,,3,4,Curveball,0,0,0,0,0,0,0,0,Infield shade,Strategic,27,-0.001,0.042,,,,-0.042,,0,0,0.541,0.4589999999999999,36,23,37,23,1,0,,,,,4.81,-0.9,0.9,,,,,,
ST,2026-04-03,86.6,-0.91,5.65,"Gray, Sonny",701538,543243,,ball,,,,,14,Ball,R,L,R,BOS,SD,B,,,0,2,2026,0.78,-0.44,0.1061451124890743,0.8444007943092444,,,,2,1,Top,,,,,,,0.7796344332176982,-126.02098618211488,-4.049286996539963,8.070808342521605,27.38788854621037,-36.20460902371621,3.320054134,1.675541339,,,,86.5,2600,6.4,824786,665966,575929,691785,702332,596115,680776,678882,677800,54.13,,,,,,,,3,3,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Strategic,38,-0.001,0.022,,,,-0.022,,0,0,0.542,0.4579999999999999,36,23,37,23,1,0,,,,,3.5,-0.78,0.78,,,,,,
FC,2026-04-03,89.9,-0.77,5.57,"Gray, Sonny",701538,543243,,foul,,,,,14,Foul,R,L,R,BOS,SD,S,,,0,1,2026,0.3,0.33,0.8580759044858358,2.087746981933379,,,,2,1,Top,,,,,,,3.3371644129181623,-130.90105029083668,-3.1651747341210923,2.731165444311218,27.580065868792165,-27.968418201903734,3.320054134,1.675541339,8,90.7,-16,90.1,2617,6.4,824786,665966,575929,691785,702332,596115,680776,678882,677800,54.11,,,,,,,,3,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Strategic,176,0.002,-0.057,75.2,8.1,,0.057,90.7,0,0,0.54,0.4599999999999999,36,23,37,23,1,0,,,,,2.49,-0.3,0.3,,17.90480077927347,-15.982566736485722,41.71392168949343,25.74132327812321,34.741869208269016
FF,2026-04-03,92.3,-0.72,5.58,"Gray, Sonny",701538,543243,,foul,,,,,14,Foul,R,L,R,BOS,SD,S,,,0,0,2026,-0.02,1.23,1.448809642692582,2.2202030417848304,,,,2,1,Top,,,,,,,5.521261407940535,-134.31928772209335,-5.2900298642414905,-1.3751454004553605,27.806221926226456,-16.271843273329672,3.320054134,1.675541339,,,,93.0,2432,6.6,824786,665966,575929,691785,702332,596115,680776,678882,677800,53.93,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,199,0.002,-0.043,68.4,7.9,,0.043,,0,0,0.538,0.4619999999999999,36,23,37,23,1,0,,,,,1.43,0.02,-0.02,,23.618590064578196,-18.750092535361205,47.24524209597622,18.992352676026293,34.25251319003945
FF,2026-04-03,92.2,-0.81,5.68,"Gray, Sonny",593428,543243,field_out,hit_into_play,,,,,5,Xander Bogaerts pops out to third baseman Caleb Durbin in foul territory.,R,R,R,BOS,SD,X,5,popup,0,0,2026,-0.02,1.06,-0.1364763558014137,2.603611888450108,,,,1,1,Top,82.87,161.4,,,,,1.7332380394736593,-134.23281419226188,-4.144687453423527,-0.5726897198900925,29.19797296034024,-18.730202821984246,3.284949147,1.657824803,144,89.9,68,92.4,2467,6.4,824786,665966,575929,691785,702332,596115,680776,678882,677800,54.1,0.003,0.003,0.0,1,0,0,3,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,205,0.016,-0.254,77.8,7.8,0.003,0.254,89.9,0,0,0.522,0.478,36,33,37,34,1,0,,,,,1.62,0.02,0.02,,19.526475151047407,-15.359717925073184,35.48087754375175,35.08491028639507,40.90861781282366
FC,2026-04-03,88.9,-0.86,5.6,"Gray, Sonny",665487,543243,field_out,hit_into_play,,,,,9,"Fernando Tatis Jr. grounds out, shortstop Trevor Story to first baseman Willson Contreras.",R,R,R,BOS,SD,X,6,ground_ball,0,1,2026,0.14,0.09,0.4008428638380635,1.9166136452344404,,,,0,1,Top,110.76,158.27,,,,,2.771142351694665,-129.38979953501135,-2.889736050742569,0.8779499060854242,30.16425165040083,-30.75067142449159,3.346382874,1.68882874,7,100.1,-15,88.7,2559,6.4,824786,665966,575929,691785,702332,596115,680776,678882,677800,54.1,0.193,0.181,0.0,1,0,0,2,1,2,Cutter,0,0,0,0,0,0,0,0,,,148,0.019,-0.22,74.7,7.6,0.21,0.22,100.1,0,0,0.503,0.497,36,27,37,27,1,0,,,,,2.82,-0.14,-0.14,,9.319080214001811,8.588420833791773,33.16187447841332,42.33601194392503,28.067866987220047
FF,2026-04-03,91.7,-0.97,5.66,"Gray, Sonny",665487,543243,,foul,,,,,12,Foul,R,R,R,BOS,SD,S,,,0,0,2026,0.23,0.91,0.9624271701887392,2.520222578569053,,,,0,1,Top,,,,,,,4.323456175397528,-133.48494289160408,-3.8910426191338847,1.7913316605351386,28.56522427656159,-20.675054141711836,3.346382874,1.68882874,32,68.2,-2,91.9,2511,6.4,824786,665966,575929,691785,702332,596115,680776,678882,677800,54.15,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,200,0.003,-0.039,78.2,8.0,,0.039,88.0,0,0,0.5,0.5,36,27,37,27,1,0,,,,,1.8,-0.23,-0.23,,14.527714617650384,-2.4666917095808487,27.3926681027456,52.23861554138779,33.746901120026784
FS,2026-04-03,89.9,-2.78,5.66,"Hoffman, Jeff",671976,656546,single,hit_into_play,,,,,13,Tristan Peters singles on a line drive to right fielder Jesús Sánchez. Derek Hill scores.,R,L,R,CWS,TOR,X,9,line_drive,1,0,2026,-1.62,0.54,-0.1079207185156032,1.3200452356811143,,656537,,2,10,Bot,179.68,104.56,,,,,10.061318115139365,-130.4371866106252,-5.685969190881023,-20.6072670012582,28.23498977509921,-24.913650305293743,3.19718668,1.613533465,193,94.5,15,90.1,1786,6.7,824621,623168,665489,676914,676391,665926,664702,662139,660821,53.84,0.874,0.838,0.9,1,1,0,4,81,2,Split-Finger,4,4,4,4,4,5,5,4,Infield shade,Standard,239,0.39,0.654,63.6,7.4,1.072,-0.654,94.5,0,0,0.61,0.61,33,26,33,26,1,4,,,,,2.3,1.62,-1.62,,20.51868367462953,-1.6145143168357925,36.08923943952895,40.97407502730019,37.45858527276164
SL,2026-04-03,88.4,-2.72,5.73,"Hoffman, Jeff",671976,656546,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,CWS,TOR,B,,,0,0,2026,0.22,0.29,0.7797944554970577,0.4805615864302619,,656537,,2,10,Bot,,,,,,,7.986621720961882,-128.4878359163614,-7.17034653390441,1.064414505647398,21.980178258553234,-27.836230043089188,3.19718668,1.613533465,,,,89.3,2711,6.5,824621,623168,665489,676914,676391,665926,664702,662139,660821,53.95,,,,,,,,81,1,Slider,4,4,4,4,4,4,4,4,Infield shade,Standard,297,0.0,0.019,,,,-0.019,,0,0,0.61,0.61,33,26,33,26,1,4,,,,,2.59,-0.22,0.22,,,,,,
SL,2026-04-03,87.6,-2.83,5.83,"Hoffman, Jeff",656537,656546,single,hit_into_play,,,,,9,"Derek Hill singles on a bunt ground ball to catcher Tyler Heineman. Miguel Vargas scores. Derek Hill to 2nd. Derek Hill advances to 2nd, on a throwing error by catcher Tyler Heineman.",R,R,R,CWS,TOR,X,2,ground_ball,0,0,2026,0.35,0.08,0.758752748968336,2.0766732610727505,678246,,,2,10,Bot,122.93,191.71,,,,,7.831526676549397,-127.3933818387432,-2.8905075964674034,2.27047375811053,25.325313444240727,-30.8941888164712,3.215616798,1.622834646,,,,88.0,2738,6.5,824621,623168,665489,676914,676391,665926,664702,662139,660821,54.01,,,0.9,,1,0,,80,1,Slider,3,4,3,4,4,4,4,4,Standard,Standard,102,0.441,0.055,13.5,1.9,,-0.055,,-1,-1,0.169,0.169,33,30,33,31,1,0,,,,,2.88,-0.35,-0.35,,-26.99148140869952,165.90430940309983,63.86369860267956,47.97046546431964,30.39821636500949
SL,2026-04-03,89.0,-2.79,5.74,"Hoffman, Jeff",669720,656546,strikeout,swinging_strike,,,,,8,Austin Hays strikes out swinging.,R,R,R,CWS,TOR,S,2,,3,2,2026,-0.08,0.33,-0.0966031258920873,1.621172544051367,678246,,,1,10,Bot,,,,,,,6.716146462697034,-129.55127617050775,-4.649829022422258,-2.067470945541269,23.04305212635045,-27.763544749614148,3.141896326,1.585629921,,,,89.9,2680,6.5,824621,623168,665489,676914,676391,665926,664702,662139,660821,54.03,,0.0,0.0,1,0,0,,79,7,Slider,3,4,3,4,4,3,3,4,Strategic,Standard,173,-0.261,-0.451,72.7,7.6,,0.451,,-1,-1,0.43,0.43,33,30,33,31,1,4,,,,,2.51,0.08,0.08,,18.937122366614773,-21.441960162664333,32.00059457551057,35.700708265177994,41.62572705905173
SL,2026-04-03,88.8,-2.61,5.92,"Hoffman, Jeff",669720,656546,,foul,,,,,6,Foul,R,R,R,CWS,TOR,S,,,3,2,2026,-0.25,0.85,0.4668550691114002,2.426109402933515,678246,,,1,10,Bot,,,,,,,7.984662658233113,-129.0868400938481,-4.12782953902102,-4.385776860008641,25.756445289411506,-21.98010188219152,3.141896326,1.585629921,,,,89.1,2701,6.5,824621,672386,665489,676914,676391,665926,664702,662139,660821,54.04,,,,,,,,79,6,Slider,3,4,3,4,4,3,3,4,Strategic,Standard,186,0.0,0.0,74.5,7.7,,0.0,,-1,-1,0.43,0.43,33,30,33,31,1,4,,,,,2.04,0.25,0.25,,22.031564455051857,-20.69900101118816,26.666270068350222,42.60299947495142,42.42263990961151
FS,2026-04-03,92.1,-2.75,5.52,"Hoffman, Jeff",669720,656546,,blocked_ball,,,,,14,Ball In Dirt,R,R,R,CWS,TOR,B,,,2,2,2026,-1.75,0.34,1.3683585392067803,-1.5826827060149995,678246,,,1,10,Bot,,,,,,,14.243438994933856,-132.86977607687544,-12.584897166018584,-23.79372053892529,28.76172332300098,-25.337196838576453,3.141896326,1.585629921,,,,92.3,1783,6.9,824621,672386,665489,676914,676391,665926,664702,662139,660821,53.57,,,,,,,,79,5,Split-Finger,3,4,3,4,4,3,3,4,Strategic,Standard,246,0.044,0.097,,,,-0.097,,-1,-1,0.386,0.386,33,30,33,31,1,4,,,,,2.4,1.75,1.75,,,,,,
FS,2026-04-03,90.3,-2.82,5.67,"Hoffman, Jeff",669720,656546,,ball,,,,,13,Ball,R,R,R,CWS,TOR,B,,,1,2,2026,-1.69,0.51,-1.686429573429448,2.259382175217913,678246,,,1,10,Bot,,,,,,,6.486798675650345,-131.32259926296422,-3.438570639710516,-20.891459218932763,28.47471079024156,-25.735984042483896,3.141896326,1.585629921,,,,90.9,1667,6.7,824621,672386,665489,676914,676391,665926,664702,662139,660821,53.78,,,,,,,,79,4,Split-Finger,3,4,3,4,4,3,3,4,Strategic,Standard,246,0.039,0.025,,,,-0.025,,-1,-1,0.347,0.347,33,30,33,31,1,4,,,,,2.29,1.69,1.69,,,,,,
FS,2026-04-03,91.1,-2.71,5.57,"Hoffman, Jeff",669720,656546,,swinging_strike,,,,,13,Swinging Strike,R,R,R,CWS,TOR,S,,,1,1,2026,-1.45,0.0,-0.3702430906105289,1.0785910599458508,678246,,,1,10,Bot,,,,,,,9.039392959745015,-132.37376331958254,-5.211831508948761,-18.95075027116184,25.7475889272722,-31.28843606115128,3.141896326,1.585629921,,,,92.0,1625,6.7,824621,672386,665489,676914,676391,665926,664702,662139,660821,53.78,,,,,,,,79,3,Split-Finger,3,4,3,4,4,3,3,4,Strategic,Standard,244,-0.064,-0.088,75.2,7.1,,0.088,,-1,-1,0.411,0.411,33,30,33,31,1,4,,,,,2.73,1.45,1.45,,4.887702050097501,0.0443133063725813,37.34010195990824,34.55871864252348,28.15458252548298
FS,2026-04-03,88.8,-2.81,5.65,"Hoffman, Jeff",669720,656546,,swinging_strike,,,,,13,Swinging Strike,R,R,R,CWS,TOR,S,,,1,0,2026,-1.9,0.29,-0.7630623244510792,1.116887941035186,678246,,,1,10,Bot,,,,,,,9.047876393861264,-128.92272357451668,-5.40080231871361,-23.107679790603186,27.738262976354022,-27.94087174282536,3.141896326,1.585629921,,,,89.2,1695,6.7,824621,672386,665489,676914,676391,665926,664702,662139,660821,53.78,,,,,,,,79,2,Split-Finger,3,4,3,4,4,3,3,4,Strategic,Standard,247,-0.017,-0.046,76.1,7.9,,0.046,,-1,-1,0.428,0.428,33,30,33,31,1,4,,,,,2.62,1.9,1.9,,18.34582153641109,-22.639008295551623,35.349760604606104,29.044025348621403,42.17871214304816
SL,2026-04-03,87.9,-2.68,5.81,"Hoffman, Jeff",669720,656546,,ball,,,,,11,Ball,R,R,R,CWS,TOR,B,,,0,0,2026,-0.04,0.89,-0.5280063942662645,4.506295121183742,678246,,,1,10,Bot,,,,,,,5.273006166650196,-127.98693573893443,1.2305112238624532,-1.5610746261240662,26.237693203276717,-22.878234164347884,3.141896326,1.585629921,,,,88.4,2680,6.6,824621,672386,665489,676914,676391,665926,664702,662139,660821,53.95,,,,,,,,79,1,Slider,3,4,3,4,4,3,3,4,Strategic,Standard,190,0.004,0.026,,,,-0.026,,-1,-1,0.424,0.424,33,30,33,31,1,4,,,,,2.06,0.04,0.04,,,,,,
FS,2026-04-03,90.2,-2.98,5.57,"Hoffman, Jeff",695657,656546,field_out,hit_into_play,,,,,13,Colson Montgomery grounds out to first baseman Vladimir Guerrero Jr. Miguel Vargas to 3rd.,R,L,R,CWS,TOR,X,3,ground_ball,1,2,2026,-1.51,-0.01,-1.1710778829510846,1.9500513568243305,,678246,,0,10,Bot,151.3,169.42,,,,,7.73955186697159,-131.05068729276235,-2.76081295230726,-19.04074950428961,28.744704358209948,-31.912269028198583,3.340239501,1.685728347,4,86.1,-23,90.4,1605,6.6,824621,672386,665489,676914,676391,665926,664702,662139,660821,53.9,0.077,0.073,0.0,1,0,0,2,78,4,Split-Finger,3,4,3,4,4,3,3,4,Infield shade,Standard,250,0.023,-0.128,73.7,8.1,0.079,0.128,88.0,-1,-1,0.401,0.401,33,24,33,24,1,4,,,,,2.83,1.51,-1.51,,9.310280814548976,-0.746118409946539,30.72278298216156,49.10357181883198,30.38454527446264
FS,2026-04-03,89.7,-2.85,5.66,"Hoffman, Jeff",695657,656546,,swinging_strike,,,,,14,Swinging Strike,R,L,R,CWS,TOR,S,,,1,1,2026,-1.31,-0.11,0.2690709046871158,1.2958575335030416,,678246,,0,10,Bot,,,,,,,10.483895622576762,-130.20019668247002,-4.279289802594004,-17.130676372530413,28.105097856726463,-32.7123207357751,3.340239501,1.685728347,,,,89.9,1690,6.6,824621,672386,665489,676914,676391,665926,664702,662139,660821,53.86,,,,,,,,78,3,Split-Finger,3,4,3,4,4,3,3,4,Standard,Standard,249,-0.039,-0.08,77.1,8.8,,0.08,,-1,-1,0.44,0.44,33,24,33,24,1,4,,,,,2.97,1.31,-1.31,,25.134089625482847,-26.67500890766575,36.55086131839808,32.64978442032738,45.33853198267544
FS,2026-04-03,88.0,-2.94,5.68,"Hoffman, Jeff",695657,656546,,foul,,,,,11,Foul,R,L,R,CWS,TOR,S,,,1,0,2026,-1.19,0.34,-1.5537191853604446,2.750276561101792,,678246,,0,10,Bot,,,,,,,5.868419183756164,-128.12946274886363,-1.5671408076738045,-14.287233316632252,24.762185278850808,-28.34159339344845,3.340239501,1.685728347,130,59.4,28,88.9,1616,6.6,824621,672386,665489,676914,676391,665926,664702,662139,660821,53.85,,,,,,,,78,2,Split-Finger,3,4,3,4,4,3,3,4,Infield shade,Standard,243,-0.015,-0.049,74.9,8.1,,0.049,88.0,-1,-1,0.455,0.455,33,24,33,24,1,4,,,,,2.59,1.19,-1.19,,23.16149315976529,-3.88512904752256,26.64363042033088,53.10611530251924,38.10861992405479
FS,2026-04-03,88.9,-2.89,5.67,"Hoffman, Jeff",695657,656546,,ball,,,,,11,Ball,R,L,R,CWS,TOR,B,,,0,0,2026,-1.18,0.01,-1.231675905495946,3.381886084812415,,678246,,0,10,Bot,,,,,,,6.576015183787135,-129.41109440672471,0.5367219820359974,-14.562932357109885,23.859410197046447,-32.40866815666386,3.340239501,1.685728347,,,,90.0,1548,6.7,824621,672386,665489,676914,676391,665926,664702,662139,660821,53.8,,,,,,,,78,1,Split-Finger,3,4,3,4,4,3,3,4,Standard,Standard,243,0.007,0.032,,,,-0.032,,-1,-1,0.448,0.448,33,24,33,24,1,4,,,,,2.85,1.18,-1.18,,,,,,
SI,2026-04-03,96.6,-1.74,5.45,"Domínguez, Seranthony",660821,622554,field_out,hit_into_play,,,,,7,"Jesús Sánchez grounds out, shortstop Colson Montgomery to first baseman Munetaka Murakami.",R,L,R,CWS,TOR,X,6,ground_ball,1,0,2026,-1.52,0.79,-0.3796914330240513,2.105376415192293,,,543807,2,10,Top,134.07,146.11,,,,,7.09068950197211,-140.40353017248137,-4.956037251896642,-21.73171824556911,31.620103558422905,-20.8141786481373,3.334973753,1.683070866,52,104.5,1,96.6,2278,6.4,824621,624512,808959,805367,678246,695657,669720,682668,671976,54.14,0.529,0.496,0.0,1,0,0,4,77,2,Sinker,3,4,4,3,4,3,4,3,Standard,Standard,221,0.043,-0.306,74.2,6.9,0.596,0.306,104.5,-1,1,0.405,0.595,31,28,32,29,1,4,,,,,1.66,1.52,-1.52,,7.1501855934643626,10.798255752701955,33.1391748863401,39.70508367545533,30.10051222644268
FF,2026-04-03,97.0,-1.94,5.4,"Domínguez, Seranthony",660821,622554,,ball,,,,,14,Ball,R,L,R,CWS,TOR,B,,,0,0,2026,-0.73,1.28,1.193656949379088,1.373387087869392,,,543807,2,10,Top,,,,,,,9.98161524935438,-140.89946712119303,-8.036144269907957,-11.920722969886691,29.253073880303017,-13.37554038624613,3.334973753,1.683070866,,,,97.5,2414,6.5,824621,624512,808959,805367,678246,695657,669720,682668,671976,54.05,,,,,,,,77,1,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,222,0.22,0.035,,,,-0.035,,-1,1,0.185,0.815,31,28,32,29,1,4,,,,,1.13,0.73,-0.73,,,,,,
ST,2026-04-03,87.2,-1.92,5.55,"Domínguez, Seranthony",543807,622554,field_error,hit_into_play,,,,,5,"White Sox challenged (play at 1st), call on the field was upheld: George Springer reaches on a throwing error by third baseman Miguel Vargas. Davis Schneider scores.",R,R,R,CWS,TOR,X,5,ground_ball,3,2,2026,0.39,0.6,-0.1718263693289953,2.22395904255132,676914,,,2,10,Top,92.52,165.36,,,,,3.338931673691324,-127.01131663123854,-2.9646582000322663,3.6372130608175945,23.755741005943676,-25.238308798657133,3.267396654,1.648966535,24,68.2,-3,88.1,2494,6.6,824621,624512,808959,805367,678246,695657,669720,682668,671976,53.93,0.092,0.088,0.9,1,0,0,2,76,6,Sweeper,3,3,3,3,4,3,4,3,Standard,Standard,78,-0.279,0.703,68.6,7.6,0.113,-0.703,88.0,0,0,0.687,0.3129999999999999,31,36,32,37,1,4,,,,,2.37,-0.39,-0.39,,14.17965581037429,-3.5454515165552616,38.48821537520298,32.09226898443376,22.99656212877677
SI,2026-04-03,99.1,-1.86,5.5,"Domínguez, Seranthony",543807,622554,,ball,,,,,14,Ball,R,R,R,CWS,TOR,B,,,2,2,2026,-1.59,0.77,0.5521255839333954,0.7101584722154997,676914,,,2,10,Top,,,,,,,10.26955025216602,-143.7723739864476,-9.211649428457664,-24.480911551564024,32.21610004769763,-19.47337430122925,3.267396654,1.648966535,,,,99.1,2257,6.4,824621,624512,808959,805367,678246,695657,669720,682668,671976,54.14,,,,,,,,76,5,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,219,0.005,0.063,,,,-0.063,,0,0,0.682,0.3179999999999999,31,36,32,37,1,4,,,,,1.56,1.59,1.59,,,,,,
SI,2026-04-03,97.8,-1.6,5.55,"Domínguez, Seranthony",543807,622554,,ball,,,,,12,Ball,R,R,R,CWS,TOR,B,,,1,2,2026,-0.94,1.13,2.4596729587147257,2.58156554083558,676914,,,2,10,Top,,,,,,,13.003463381955887,-141.8436965244041,-4.965212527024846,-15.60573044235084,30.67126607156385,-15.870337036947264,3.267396654,1.648966535,,,,98.0,2283,6.5,824621,624512,808959,805367,678246,695657,669720,682668,671976,54.04,,,,,,,,76,4,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,217,0.007,-0.001,,,,0.001,,0,0,0.675,0.3249999999999999,31,36,32,37,1,4,,,,,1.26,0.94,0.94,,,,,,
SI,2026-04-03,99.1,-1.95,5.62,"Domínguez, Seranthony",543807,622554,,called_strike,,,,,9,Called Strike,R,R,R,CWS,TOR,S,,,1,1,2026,-1.24,0.96,0.5197488209512688,1.847762179640681,676914,,,2,10,Top,,,,,,,9.627186757892511,-144.0131277737058,-6.984241842549588,-19.48317022782736,30.71597953906721,-17.381324787087443,3.267396654,1.648966535,,,,99.6,2330,6.4,824621,624512,808959,805367,678246,695657,669720,682668,671976,54.06,,,,,,,,76,3,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,215,-0.012,-0.065,,,,0.065,,0,0,0.687,0.3129999999999999,31,36,32,37,1,4,,,,,1.35,1.24,1.24,,,,,,
SI,2026-04-03,98.2,-1.78,5.46,"Domínguez, Seranthony",543807,622554,,called_strike,,,,,8,Called Strike,R,R,R,CWS,TOR,S,,,1,0,2026,-1.28,0.89,0.239812324193374,2.006162856559341,676914,,,2,10,Top,,,,,,,8.407797689070916,-142.75358035288906,-5.780260164170236,-19.3226118435586,29.82781865653373,-18.917785991645548,3.267396654,1.648966535,,,,98.6,2258,6.4,824621,624512,808959,805367,678246,695657,669720,682668,671976,54.12,,,,,,,,76,2,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,219,-0.001,-0.042,,,,0.042,,0,0,0.688,0.312,31,36,32,37,1,4,,,,,1.47,1.28,1.28,,,,,,
SI,2026-04-03,98.6,-1.79,5.57,"Domínguez, Seranthony",543807,622554,,ball,,,,,9,Ball,R,R,R,CWS,TOR,B,,,0,0,2026,-1.48,0.82,0.7825591301258237,1.6899377023235336,676914,,,2,10,Top,,,,,,,10.369466698181098,-143.20704518207685,-6.82798876636009,-22.736625954095015,30.543655294150216,-19.43849760354039,3.267396654,1.648966535,,,,98.7,2265,6.3,824621,624512,808959,805367,678246,695657,669720,682668,671976,54.21,,,,,,,,76,1,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,222,0.173,0.028,,,,-0.028,,0,0,0.515,0.485,31,36,32,37,1,4,,,,,1.52,1.48,1.48,,,,,,
FS,2026-04-03,88.2,-1.58,5.79,"Domínguez, Seranthony",665926,622554,strikeout,swinging_strike_blocked,,,,,14,Andrés Giménez strikes out swinging.,R,L,R,CWS,TOR,S,2,,1,2,2026,-1.13,0.41,0.2057817201975318,0.2524922238557936,676914,,,1,10,Top,,,,,,,6.69138364862737,-128.12602499220225,-7.978140628832302,-13.767692277163883,25.606143890753952,-26.228961279315065,3.164714567,1.597145669,,,,88.7,962,6.6,824621,624512,808959,805367,678246,695657,669720,682668,671976,53.89,,0.0,0.0,1,0,0,,75,4,Split-Finger,3,3,3,3,3,3,3,3,Strategic,Standard,256,0.124,-0.328,27.8,6.5,,0.328,,0,0,0.566,0.434,31,27,32,28,1,3,,,,,2.52,1.13,-1.13,,2.963078048691236,16.40632275843116,37.28375132463974,37.23082340825377,19.332732348442985
