pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2026-04-03,85.6,-2.02,5.69,"Pérez, Eury",663757,691587,,called_strike,,,,,6,Called Strike,R,L,R,NYY,MIA,S,,,0,0,2026,0.76,0.12,0.5985964795603439,2.4284704793751857,665862,676609,641857,1,2,Bot,,,,,,,4.566554476873334,-124.5243450693276,-1.4025264524812084,6.853766269551007,26.76826737693412,-30.8562602960821,3.138385827,1.583858268,,,,85.9,2428,6.6,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.87,,,,,,,,17,1,Slider,2,1,2,1,1,2,2,1,Strategic,Standard,101,-0.01,-0.05,,,,0.05,,1,1,0.741,0.741,23,29,23,30,2,1,,,,,3.01,-0.76,0.76,,,,,,
SL,2026-04-03,84.3,-2.13,5.6,"Pérez, Eury",641857,691587,walk,blocked_ball,,,,,14,Ryan McMahon walks.,R,L,R,NYY,MIA,B,,,3,2,2026,0.62,0.02,0.747336188231096,0.2066798273587413,665862,676609,,1,2,Bot,,,,,,,5.349496783189654,-122.39043981093069,-5.780451824669888,4.861878670343896,29.78713729189911,-30.81403365231084,3.31742126,1.674212598,,,,83.9,2459,6.7,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.79,,0.700091,0.7,1,0,0,,16,6,Slider,2,1,2,1,1,2,2,1,Strategic,Standard,122,0.008,0.117,,,,-0.117,,1,1,0.733,0.733,23,31,23,32,1,0,,,,,3.26,-0.62,0.62,,,,,,
FF,2026-04-03,99.7,-1.73,6.01,"Pérez, Eury",641857,691587,,ball,,,,,14,Ball,R,L,R,NYY,MIA,B,,,2,2,2026,-0.6,1.58,0.5200474665056355,1.4552302081667072,665862,676609,,1,2,Bot,,,,,,,7.565101450756987,-144.53287548967177,-10.584786657430064,-10.3763859637096,40.97035870383398,-7.50633433355254,3.31742126,1.674212598,,,,99.3,2734,6.8,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.73,,,,,,,,16,5,4-Seam Fastball,2,1,2,1,1,2,2,1,Strategic,Standard,213,0.011,0.085,,,,-0.085,,1,1,0.722,0.722,23,31,23,32,1,0,,,,,0.77,0.6,-0.6,,,,,,
FC,2026-04-03,84.5,-2.12,5.79,"Pérez, Eury",641857,691587,,foul,,,,,5,Foul,R,L,R,NYY,MIA,S,,,2,1,2026,-0.02,1.07,0.1199727529699959,2.4774125281707478,665862,676609,,1,2,Bot,,,,,,,5.2341754624134,-122.83492282158782,-3.20731874167741,-1.4252410098422366,29.119766860006774,-20.93758239769976,3.31742126,1.674212598,93,63.6,76,84.4,2430,6.7,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.77,,,,,,,,16,4,Cutter,2,1,2,1,1,2,2,1,Strategic,Standard,122,-0.011,-0.074,70.3,7.9,,0.074,88.0,1,1,0.733,0.733,23,31,23,32,1,0,,,,,2.18,0.02,-0.02,,26.440985561269084,-24.535418512184798,34.39411322525337,39.4301073099584,47.47826319320045
FF,2026-04-03,97.4,-1.98,5.86,"Pérez, Eury",641857,691587,,foul,,,,,12,Foul,R,L,R,NYY,MIA,S,,,2,0,2026,-0.68,1.33,0.021735204569471,3.552226159573851,665862,676609,,1,2,Bot,,,,,,,6.917112287121013,-141.39133306258756,-3.454841826646431,-10.874247615173685,40.47477946053814,-13.931134630814164,3.31742126,1.674212598,178,104.8,10,96.7,2521,6.6,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.86,,,,,,,,16,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Strategic,Standard,216,-0.002,-0.061,76.7,8.1,,0.061,104.8,1,1,0.735,0.735,23,31,23,32,1,0,,,,,1.14,0.68,-0.68,,18.5750203105951,-24.13015649839181,27.009433280894577,39.91500251235624,38.2668644376348
CU,2026-04-03,81.3,-1.85,6.13,"Pérez, Eury",641857,691587,,ball,,,,,14,Ball,R,L,R,NYY,MIA,B,,,1,0,2026,0.46,-0.24,0.9543892219835202,0.9572833894229632,665862,676609,,1,2,Bot,,,,,,,5.327410775375603,-118.20363042606482,-4.167659393764792,3.144660752459453,25.813721724026767,-33.682853677837166,3.31742126,1.674212598,,,,81.4,2639,6.7,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.77,,,,,,,,16,2,Curveball,2,1,2,1,1,2,2,1,Strategic,Standard,51,0.002,0.012,,,,-0.012,,1,1,0.733,0.733,23,31,23,32,1,0,,,,,3.73,-0.46,0.46,,,,,,
FF,2026-04-03,97.5,-1.84,6.06,"Pérez, Eury",641857,691587,,ball,,,,,11,Ball,R,L,R,NYY,MIA,B,,,0,0,2026,-0.57,1.34,-0.8035570445527811,4.057946242669335,665862,,676609,1,2,Bot,,,,,,,4.108212779651655,-141.8106813014775,-2.769958226351706,-8.755284665678486,38.28798653023752,-13.791301010483938,3.31742126,1.674212598,,,,97.3,2740,6.6,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.9,,,,,,,,16,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Strategic,Standard,205,0.018,0.029,,,,-0.029,,1,1,0.715,0.715,23,31,23,32,1,0,,,,,1.09,0.57,-0.57,,,,,,
FF,2026-04-03,99.7,-1.62,5.99,"Pérez, Eury",676609,691587,walk,ball,,,,,14,José Caballero walks.,R,R,R,NYY,MIA,B,,,3,2,2026,-0.17,1.46,1.3774655181793298,1.6847658976765287,665862,,,1,2,Bot,,,,,,,8.619589930053152,-144.62935524949603,-9.653613380100367,-4.670982166812592,38.06228936417234,-9.52788294012134,3.083095472,1.555954724,,,,99.9,2722,6.9,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.63,,0.700091,0.7,1,0,0,,15,6,4-Seam Fastball,2,1,2,1,1,2,2,1,Strategic,Standard,208,0.012,0.173,,,,-0.173,,1,1,0.703,0.703,23,29,23,30,1,0,,,,,0.87,0.17,0.17,,,,,,
FF,2026-04-03,100.2,-1.58,6.04,"Pérez, Eury",676609,691587,,ball,,,,,14,Ball,R,R,R,NYY,MIA,B,,,2,2,2026,-0.87,1.37,1.169558675316007,1.4729628032554325,665862,,,1,2,Bot,,,,,,,9.660626570914332,-145.17130873723525,-10.245145939987832,-14.792117052472385,38.591356918276105,-10.396952230124226,3.083095472,1.555954724,,,,100.2,2639,6.8,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.66,,,,,,,,15,5,4-Seam Fastball,2,1,2,1,1,2,2,1,Strategic,Standard,212,0.01,0.097,,,,-0.097,,1,1,0.693,0.693,23,29,23,30,1,0,,,,,0.95,0.87,0.87,,,,,,
SL,2026-04-03,88.1,-1.92,5.83,"Pérez, Eury",676609,691587,,ball,,,,,14,Ball,R,R,R,NYY,MIA,B,,,1,2,2026,0.26,0.21,1.7569267990898525,0.97773085671885,665862,,,1,2,Bot,,,,,,,8.347384450508713,-127.85337692096674,-5.81580255913218,0.848171158000357,29.473289210786145,-28.73539351414786,3.083095472,1.555954724,,,,88.4,2418,6.9,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.61,,,,,,,,15,4,Slider,2,1,2,1,1,2,2,1,Strategic,Standard,109,0.009,0.025,,,,-0.025,,1,1,0.684,0.684,23,29,23,30,1,0,,,,,2.77,-0.26,-0.26,,,,,,
FF,2026-04-03,99.2,-1.66,6.04,"Pérez, Eury",676609,691587,,swinging_strike,,,,,5,Swinging Strike,R,R,R,NYY,MIA,S,,,1,1,2026,-0.53,1.64,0.2641971551645634,2.2507206637942674,665862,,,1,2,Bot,,,,,,,6.499370166041827,-144.00300469059528,-8.597803338504491,-8.965405695217036,38.11556433968804,-7.470052471277153,3.083095472,1.555954724,,,,99.2,2696,6.8,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.73,,,,,,,,15,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Strategic,Standard,214,-0.014,-0.088,68.1,7.4,,0.088,,1,1,0.698,0.698,23,29,23,30,1,0,,,,,0.71,0.53,0.53,,13.440045395423075,3.529552121496704,36.88465647834506,34.85054097246997,30.30061356395037
ST,2026-04-03,84.8,-2.01,5.82,"Pérez, Eury",676609,691587,,called_strike,,,,,12,Called Strike,R,R,R,NYY,MIA,S,,,1,0,2026,0.5,0.9,0.0636702867617773,3.2345022413651425,,665862,,1,2,Bot,,,,,,,3.777842603289645,-123.31555685187412,-1.2531614457302962,4.163293839197181,27.87586977756236,-23.08825112157249,3.083095472,1.555954724,,,,84.4,2489,6.4,823568,689414,681393,669364,688363,672640,665052,805300,683357,54.12,,,,,,,,15,2,Sweeper,2,1,2,1,1,2,2,1,Infield shade,Standard,109,0.022,-0.042,,,,0.042,,1,1,0.676,0.676,23,29,23,30,1,0,,,,,2.31,-0.5,-0.5,,,,,,
CH,2026-04-03,89.5,-1.94,5.82,"Pérez, Eury",676609,691587,,ball,,,,,14,Ball,R,R,R,NYY,MIA,B,,,0,0,2026,-1.24,0.87,0.4485099212833587,1.0733041302599062,,665862,,1,2,Bot,,,,,,,8.541202271467371,-129.82233080703452,-7.2976614616956335,-15.869265554834842,28.167530231729945,-20.930063943003333,3.083095472,1.555954724,,,,89.9,1368,6.8,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.72,,,,,,,,15,1,Changeup,2,1,2,1,1,2,2,1,Infield shade,Standard,230,0.002,0.028,,,,-0.028,,1,1,0.674,0.674,23,29,23,30,1,0,,,,,2.0,1.24,1.24,,,,,,
FF,2026-04-03,98.6,-1.73,6.09,"Pérez, Eury",669224,691587,strikeout,swinging_strike,,,,,3,Austin Wells strikes out swinging.,R,L,R,NYY,MIA,S,2,,2,2,2026,-0.88,1.45,0.3496952893903449,2.9066436154964777,,665862,,0,2,Bot,,,,,,,7.682508563658058,-143.1186930184631,-6.365346178622236,-13.959116210170713,38.46349310730341,-10.920821466808237,3.254232283,1.642322835,,,,98.3,2599,6.6,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.87,,0.0,0.0,1,0,0,,14,5,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,214,-0.031,-0.286,79.1,7.9,,0.286,,1,1,0.705,0.705,23,26,23,27,1,0,,,,,0.93,0.88,-0.88,,21.39333858800534,-11.606389539996732,28.93352614605096,28.24674320410561,27.97805341878025
CH,2026-04-03,90.1,-1.88,5.82,"Pérez, Eury",669224,691587,,ball,,,,,13,Ball,R,L,R,NYY,MIA,B,,,1,2,2026,-1.25,0.72,-0.0467201542081827,0.3118839753396492,,,665862,0,2,Bot,,,,,,,7.210443795855141,-130.67378286786484,-8.937993438784941,-15.846644564558158,29.85929035577353,-22.065258666256117,3.254232283,1.642322835,,,,90.1,1401,6.7,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.83,,,,,,,,14,4,Changeup,2,1,2,1,1,2,2,1,Infield shade,Standard,230,0.027,0.036,,,,-0.036,,1,1,0.678,0.678,23,26,23,27,1,0,,,,,2.12,1.25,-1.25,,,,,,
CH,2026-04-03,88.4,-2.09,5.86,"Pérez, Eury",669224,691587,,ball,,,,,13,Ball,R,L,R,NYY,MIA,B,,,0,2,2026,-1.07,0.78,-2.1432360907482955,1.485718928628207,,,665862,0,2,Bot,,,,,,,2.1520842551732144,-128.64838016505624,-5.954700517896554,-12.302866752748484,29.390368234935583,-22.43980256099312,3.254232283,1.642322835,,,,88.6,1258,6.6,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.88,,,,,,,,14,3,Changeup,2,1,2,1,1,2,2,1,Infield shade,Standard,236,0.003,0.017,,,,-0.017,,1,1,0.675,0.675,23,26,23,27,1,0,,,,,2.16,1.07,-1.07,,,,,,
FF,2026-04-03,97.5,-1.7,6.23,"Pérez, Eury",669224,691587,,foul,,,,,3,Foul,R,L,R,NYY,MIA,S,,,0,1,2026,-0.63,1.31,0.6509471104097125,3.286415081906851,,,665862,0,2,Bot,,,,,,,7.721711803767238,-141.61289927821156,-5.204317046728863,-10.388594726834274,36.46763476649422,-13.559286569221236,3.254232283,1.642322835,105,61.6,73,97.1,2640,6.4,823568,689414,681393,669364,688363,672640,665052,805300,683357,54.05,,,,,,,,14,2,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,212,-0.008,-0.053,70.4,6.7,,0.053,88.0,1,1,0.683,0.683,23,26,23,27,1,0,,,,,1.12,0.63,-0.63,,2.8454644412099377,7.714004561647793,31.358299130462058,24.799257186619773,20.866891612229644
FF,2026-04-03,97.7,-2.06,6.04,"Pérez, Eury",669224,691587,,foul,,,,,12,Foul,R,L,R,NYY,MIA,S,,,0,0,2026,-1.0,1.46,0.929390817123567,2.4594156666014264,,,665862,0,2,Bot,,,,,,,10.29643256922868,-141.54720777176834,-7.194649168946313,-16.08576438003628,39.4859892319317,-11.084998231517698,3.254232283,1.642322835,141,80.2,11,96.7,2709,6.5,823568,689414,681393,669364,688363,672640,665052,805300,683357,54.0,,,,,,,,14,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,214,-0.004,-0.043,74.9,7.9,,0.043,88.0,1,1,0.687,0.687,23,26,23,27,1,0,,,,,1.0,1.0,-1.0,,11.399674230526688,-14.269355885230684,38.25584561963638,22.0668069843312,29.75812984456723
FF,2026-04-03,99.2,-1.68,6.13,"Pérez, Eury",665862,691587,walk,ball,,,,,12,Jazz Chisholm Jr. walks.,R,L,R,NYY,MIA,B,,,3,1,2026,-0.75,1.51,1.2328155839765382,2.5808697064920243,,,,0,2,Bot,,,,,,,9.705293877353585,-143.89993775400916,-7.583114891386601,-12.96850150419563,39.36534144682799,-9.62332078702877,3.15593832,1.592716535,,,,99.1,2718,6.8,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.71,,0.700091,0.7,1,0,0,,13,5,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,211,0.019,0.262,,,,-0.262,,1,1,0.668,0.668,23,28,23,28,1,0,,,,,0.86,0.75,-0.75,,,,,,
ST,2026-04-03,81.8,-1.91,5.98,"Pérez, Eury",665862,691587,,ball,,,,,13,Ball,R,L,R,NYY,MIA,B,,,2,1,2026,1.18,0.73,-0.965155154303598,2.293700224792865,,,,0,2,Bot,,,,,,,-0.2152357846518915,-119.09670480604144,-2.8445592218374145,11.109345982694729,26.68149397013066,-24.962428463469525,3.15593832,1.592716535,,,,81.6,2524,6.5,823568,689414,681393,669364,688363,672640,665052,805300,683357,54.0,,,,,,,,13,4,Sweeper,2,1,2,1,1,2,2,1,Infield shade,Standard,90,0.009,0.134,,,,-0.134,,1,1,0.659,0.659,23,28,23,28,1,0,,,,,2.72,-1.18,1.18,,,,,,
FF,2026-04-03,98.0,-1.86,6.06,"Pérez, Eury",665862,691587,,foul,,,,,4,Foul,R,L,R,NYY,MIA,S,,,2,0,2026,-0.88,1.33,-0.3475061331857225,2.5945882932648323,,,,0,2,Bot,,,,,,,6.115418942563665,-142.38064028956225,-6.744890489644679,-13.37975389614948,37.01722780948313,-12.68016352567572,3.15593832,1.592716535,120,96.7,7,97.8,2687,6.5,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.96,,,,,,,,13,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,213,-0.006,-0.072,80.1,8.5,,0.072,96.7,1,1,0.665,0.665,23,28,23,28,1,0,,,,,1.07,0.88,-0.88,,22.66117208457352,-16.249845738884417,27.049801422352072,36.58928605541352,40.10620744499889
SL,2026-04-03,87.2,-2.06,5.85,"Pérez, Eury",665862,691587,,ball,,,,,14,Ball,R,L,R,NYY,MIA,B,,,1,0,2026,0.36,0.24,1.1799781186613358,1.2009645894169605,,,,0,2,Bot,,,,,,,6.960084974977014,-126.71113888665316,-5.189419673188324,2.2757885063299588,28.54059102177956,-28.658661143511758,3.15593832,1.592716535,,,,87.1,2362,6.5,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.99,,,,,,,,13,2,Slider,2,1,2,1,1,2,2,1,Infield shade,Standard,135,0.006,0.077,,,,-0.077,,1,1,0.659,0.659,23,28,23,28,1,0,,,,,2.79,-0.36,0.36,,,,,,
CU,2026-04-03,81.3,-1.73,6.31,"Pérez, Eury",665862,691587,,ball,,,,,14,Ball,R,L,R,NYY,MIA,B,,,0,0,2026,0.87,-0.64,1.4503716266908662,2.2357754941842054,,,,0,2,Bot,,,,,,,5.359974535447148,-118.21666815673105,-0.945371574052588,6.902283583094274,25.52626216876141,-38.139233726246026,3.15593832,1.592716535,,,,81.4,2711,6.7,823568,689414,681393,669364,688363,672640,665052,805300,683357,53.82,,,,,,,,13,1,Curveball,2,1,2,1,1,2,2,1,Standard,Standard,51,0.003,0.041,,,,-0.041,,1,1,0.656,0.656,23,28,23,28,1,0,,,,,4.13,-0.87,0.87,,,,,,
FF,2026-04-03,94.2,-3.15,5.59,"Warren, Will",681393,701542,strikeout,swinging_strike,,,,,3,Connor Norby strikes out swinging.,R,R,R,NYY,MIA,S,2,,2,2,2026,-0.24,1.43,0.8027269878177546,2.811011306178516,,,,2,2,Top,,,,,,,10.719534487572597,-136.6725992546495,-4.461137664160708,-5.572075268063482,33.61654241915302,-13.53518047759746,3.112934711,1.57101378,,,,94.2,2689,6.7,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.81,,0.0,0.0,1,0,0,,12,5,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,211,0.009,-0.224,68.4,6.6,,0.224,,1,-1,0.647,0.353,27,26,27,26,1,0,,,,,1.18,0.24,0.24,,14.77524071851781,14.871672872445728,36.02215879957378,42.61861145603112,24.462792538896885
FF,2026-04-03,95.0,-3.24,5.67,"Warren, Will",681393,701542,,ball,,,,,11,Ball,R,R,R,NYY,MIA,B,,,1,2,2026,-0.54,1.53,-0.5976673786328047,3.992124463460887,,,,2,2,Top,,,,,,,8.13168940878307,-138.1057460514403,-2.049792838359849,-8.850485482095454,32.9716772808429,-12.406021816005662,3.112934711,1.57101378,,,,95.4,2703,6.7,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.77,,,,,,,,12,4,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,215,-0.001,0.042,,,,-0.042,,1,-1,0.648,0.352,27,26,27,26,1,0,,,,,1.01,0.54,0.54,,,,,,
FF,2026-04-03,94.3,-3.25,5.56,"Warren, Will",681393,701542,,swinging_strike,,,,,2,Swinging Strike,R,R,R,NYY,MIA,S,,,1,1,2026,-0.29,1.38,0.2676834858900229,2.680706544635397,,,,2,2,Top,,,,,,,9.744926373598508,-136.92024882985046,-4.679943057549392,-5.925459322104848,32.50162041160787,-13.948628425989474,3.112934711,1.57101378,,,,94.5,2686,6.7,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.78,,,,,,,,12,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,218,0.002,-0.062,73.5,7.3,,0.062,,1,-1,0.646,0.354,27,26,27,26,1,0,,,,,1.21,0.29,0.29,,21.8055442888968,0.0843812928322526,40.27896713632982,36.089634118881285,33.428359463545554
SI,2026-04-03,93.4,-3.26,5.46,"Warren, Will",681393,701542,,foul,,,,,5,Foul,R,R,R,NYY,MIA,S,,,1,0,2026,-1.31,0.24,-0.2691872951376208,2.331115186053468,,,,2,2,Top,,,,,,,10.617578936873093,-135.52596015978838,-2.542158578785898,-18.60895130621317,33.089398432848895,-28.79716497130538,3.112934711,1.57101378,167,90.9,69,93.5,2463,6.8,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.7,,,,,,,,12,2,Sinker,2,1,1,2,1,2,1,2,Strategic,Standard,242,0.002,-0.054,73.5,7.1,,0.054,90.9,1,-1,0.644,0.356,27,26,27,26,1,0,,,,,2.41,1.31,1.31,,21.59365183684273,2.298437737254097,39.703992877023566,30.158709215497133,32.67064909422669
FF,2026-04-03,93.8,-3.22,5.3,"Warren, Will",681393,701542,,ball,,,,,14,Ball,R,R,R,NYY,MIA,B,,,0,0,2026,-0.71,1.28,0.9909129281769062,1.8182192888600612,,,,2,2,Top,,,,,,,12.440720833593804,-135.9317686799187,-5.916775126676909,-11.678005165452229,32.742136822503745,-15.110134879736313,3.112934711,1.57101378,,,,94.2,2587,7.0,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.51,,,,,,,,12,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,220,-0.001,0.037,,,,-0.037,,1,-1,0.645,0.355,27,26,27,26,1,0,,,,,1.35,0.71,0.71,,,,,,
FF,2026-04-03,93.2,-3.47,5.41,"Warren, Will",683357,701542,field_out,hit_into_play,,,,,6,Owen Caissie pops out to third baseman Ryan McMahon in foul territory.,R,L,R,NYY,MIA,X,5,popup,3,2,2026,-0.68,1.03,0.3801888223870964,2.4296539698980384,,,,1,2,Top,74.73,153.74,,,,,11.278295293398994,-135.2130395676329,-3.931051417452829,-10.796586647002384,30.19345846992559,-18.8965451207694,3.369201116,1.700344488,172,85.2,66,93.1,2546,6.4,823568,669224,700250,665862,641857,676609,641355,663757,592450,54.06,0.003,0.003,0.0,1,0,0,3,11,7,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shade,Standard,221,0.022,-0.332,,,0.003,0.332,88.0,1,-1,0.623,0.377,27,23,27,24,1,0,,,,,1.62,0.68,-0.68,,,,,,
FF,2026-04-03,93.8,-3.5,5.42,"Warren, Will",683357,701542,,foul,,,,,1,Foul,R,L,R,NYY,MIA,S,,,3,2,2026,-0.64,1.44,-0.7077012024924781,3.178442338227384,,,,1,2,Top,,,,,,,8.620296462626863,-136.3410617053831,-3.1300395124200864,-9.921574782266248,31.483424808006063,-13.72178667905193,3.369201116,1.700344488,291,89.3,40,94.2,2609,6.7,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.82,,,,,,,,11,6,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shade,Standard,217,0.0,0.0,64.1,5.8,,0.0,89.3,1,-1,0.623,0.377,27,23,27,24,1,0,,,,,1.16,0.64,-0.64,,-4.439344584220352,25.685828255882043,29.225357868269818,44.82993088660726,17.967924458101578
FF,2026-04-03,93.5,-3.52,5.39,"Warren, Will",683357,701542,,foul,,,,,11,Foul,R,L,R,NYY,MIA,S,,,3,1,2026,-0.68,1.45,-0.9603365461990868,3.243270158089964,,,,1,2,Top,,,,,,,8.08483650542939,-135.82601083430913,-2.816252431023833,-10.324344133690508,32.135617896710514,-13.81866610695132,3.369201116,1.700344488,,,,93.6,2583,6.6,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.88,,,,,,,,11,5,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shade,Standard,223,0.007,-0.087,69.1,6.4,,0.087,,1,-1,0.616,0.384,27,23,27,24,1,0,,,,,1.18,0.68,-0.68,,9.112929889225036,15.949605930467753,31.47609681592584,45.99342894824076,22.81705202232156
FF,2026-04-03,93.0,-3.4,5.43,"Warren, Will",683357,701542,,called_strike,,,,,7,Called Strike,R,L,R,NYY,MIA,S,,,3,0,2026,-0.66,1.27,-0.3075065910867611,1.9782291802615768,,,,1,2,Top,,,,,,,9.342522719472951,-134.97298678806533,-5.640814950360415,-10.175349030960817,32.02637652204604,-15.5369556665576,3.369201116,1.700344488,,,,93.1,2623,6.7,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.8,,,,,,,,11,4,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shade,Standard,224,0.005,-0.088,,,,0.088,,1,-1,0.611,0.389,27,23,27,24,1,0,,,,,1.39,0.66,-0.66,,,,,,
SI,2026-04-03,92.9,-3.35,5.5,"Warren, Will",683357,701542,,ball,,,,,13,Ball,R,L,R,NYY,MIA,B,,,2,0,2026,-1.41,0.54,-1.229437034310175,2.315535768689177,,,,1,2,Top,,,,,,,8.551477080897001,-134.97005632523866,-3.315599721595312,-19.225235623446085,32.91736723901763,-24.982435676237632,3.369201116,1.700344488,,,,92.9,2564,6.6,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.87,,,,,,,,11,3,Sinker,2,1,1,2,1,2,1,2,Infield shade,Standard,229,-0.008,0.143,,,,-0.143,,1,-1,0.619,0.381,27,23,27,24,1,0,,,,,2.13,1.41,-1.41,,,,,,
FF,2026-04-03,92.3,-3.46,5.6,"Warren, Will",683357,701542,,ball,,,,,11,Ball,R,L,R,NYY,MIA,B,,,1,0,2026,-0.57,1.1,-0.7115677483366741,3.954756264724745,,,,1,2,Top,,,,,,,8.214928760530343,-134.0558638244522,-0.5441343733603352,-8.753477763000912,32.010274836863026,-19.154473991311367,3.369201116,1.700344488,,,,92.4,2677,6.7,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.82,,,,,,,,11,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Infield shade,Standard,219,-0.005,0.071,,,,-0.071,,1,-1,0.624,0.376,27,23,27,24,1,0,,,,,1.61,0.57,-0.57,,,,,,
CU,2026-04-03,81.8,-3.33,5.94,"Warren, Will",683357,701542,,ball,,,,,11,Ball,R,L,R,NYY,MIA,B,,,0,0,2026,0.77,-1.16,-1.415080600268806,3.1805173794200403,,,,1,2,Top,,,,,,,2.758838293203631,-118.98117941397608,2.940177114013148,6.537415480589515,27.15554600488641,-43.949344204940985,3.369201116,1.700344488,,,,81.0,2915,6.2,823568,669224,700250,665862,641857,676609,641355,663757,592450,54.29,,,,,,,,11,1,Curveball,2,1,1,2,1,2,1,2,Infield shade,Standard,55,-0.003,0.039,,,,-0.039,,1,-1,0.627,0.373,27,23,27,24,1,0,,,,,4.62,-0.77,0.77,,,,,,
FF,2026-04-03,93.7,-3.5,5.34,"Warren, Will",672640,701542,strikeout,swinging_strike,,,,,1,Otto Lopez strikes out swinging.,R,R,R,NYY,MIA,S,2,,3,2,2026,-0.66,1.52,-0.4132048058812136,3.108047456581371,,,,0,2,Top,,,,,,,9.440000979244772,-136.05611036003037,-3.1926188679845984,-10.49360415107864,33.59727338402293,-12.935455861726862,3.136630577,1.582972441,,,,93.9,2609,6.8,823568,669224,700250,665862,641857,676609,641355,663757,592450,53.71,,0.0,0.0,1,0,0,,10,7,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,217,0.03,-0.345,73.7,6.6,,0.345,,1,-1,0.597,0.403,27,27,27,28,1,0,,,,,1.12,0.66,0.66,,16.982412389320558,-8.853992352438059,27.13752974927248,29.14634420017165,34.81203278172003
